Borough,Block,Lot,BIN,Building,Agency,2010 Rating *,2010 Source EUI (kBtu/sq.ft.),2010 GHG Emissions Intensity (kgCO2e/ft²) †,2011 Rating * ,2011 Source EUI (kBtu/sq.ft.),2011 GHG Emissions Intensity (kgCO2e/ft²) †,2012 Rating *,2012 Source EUI (kBtu/sq.ft.),2012 GHG Emissions Intensity (kgCO2e/ft²) †,2013 Rating *,2013 Source EUI (kBtu/sq.ft.),2013 GHG Emissions Intensity (kgCO2e/ft²) †,EPAPMBenchmarkedAs,Campus Name
1,1819,15,1088058,Fire Academy Randall's Island Campus: Sludge Dewatering,FDNY, N/A , 196.5 ,5.1,N/A,184,4.8,N/A, 186.9 , 5.4 ,,264.9,10.5,Part of campus,Fire Academy Randall's Island Campus
1,1819,15,1088031,Fire Academy Randall's Island Campus: Sludge Handling Facility,FDNY, N/A , 196.5 ,5.1,N/A,184,4.8,N/A, 186.9 , 5.4 ,,264.9,10.5,Part of campus,Fire Academy Randall's Island Campus
1,1819,15,1088064,Fire Academy Randall's Island Campus: Sludge Storage Tank,FDNY, N/A , 196.5 ,5.1,N/A,184,4.8,N/A, 186.9 , 5.4 ,,264.9,10.5,Part of campus,Fire Academy Randall's Island Campus
1,1819,15,1088053,Fire Academy Randall's Island Campus: South Gallery,FDNY, N/A , 196.5 ,5.1,N/A,184,4.8,N/A, 186.9 , 5.4 ,,264.9,10.5,Part of campus,Fire Academy Randall's Island Campus
1,1819,15,1088034,Fire Academy Randall's Island Campus: Temporary Boiler Building,FDNY, N/A , 196.5 ,5.1,N/A,184,4.8,N/A, 186.9 , 5.4 ,,264.9,10.5,Part of campus,Fire Academy Randall's Island Campus
1,1819,15,1088061,Fire Academy Randall's Island Campus: Transportation Sec Future,FDNY, N/A , 196.5 ,5.1,N/A,184,4.8,N/A, 186.9 , 5.4 ,,264.9,10.5,Part of campus,Fire Academy Randall's Island Campus
3,2047,11,3058187,Fire Headquarters,FDNY, 30 , 323.6 ,8.4,30,319.2,8.3,30, 316.0 , 8.2 ,32,311.7,8.1,Individual building,
3,819,1,3255737,Fire Marshalls,FDNY, 1 , 754.2 ,21.1,1,694.1,19.5,1, 647.6 , 17.9 ,1,734.9,21.1,Individual building,
4,5917,1,9999999,Fort Totten Campus: Fort Totten,FDNY, N/A , 71.7 ,2,N/A,75.8,2.1,N/A, 82.9 , 2.7 ,,123.4,5.5,Part of campus,Fort Totten Campus
3,2368,12,3391565,Greenpoint EMT Station,FDNY, No data ,,, No data ,,, No data ,,,,33.4,1.1,Individual building,
3,1900,50,3054771,Ladder Co. 102,FDNY, N/A , 249.3 ,8.3,N/A,205.8,5.3,N/A, 192.9 , 5.0 ,,192.3,5,Individual building,
1,495,7,1007523,Ladder Co. 20 & Medical & BFI Division,FDNY, N/A , 265.5 ,8.3,N/A,261.4,8.2,N/A, 241.6 , 7.5 ,,261.7,8.4,Individual building,
1,1169,26,1030885,Ladder Co. 25 & Division 3,FDNY, N/A , 299.3 ,10,N/A,289.1,9.6,N/A, 253.3 , 8.0 ,,293.7,10,Individual building,
1,558,11,1009010,Ladder Co. 3 & Batt. 6,FDNY, N/A , 382.4 ,12.4,N/A,399.8,13.3,N/A, 363.2 , 11.5 ,,283.1,9.8,Individual building,
5,198,136,5005308,Ladder Co. 79 & Batt. 22,FDNY, N/A , 306.2 ,9.9,N/A,343.4,11.4,N/A, 324.3 , 10.8 ,,319.2,10.6,Individual building,
1,189,35,1002150,Ladder Co. 8,FDNY, N/A , 257.4 ,9.2,N/A,241,8.4,N/A, 264.2 , 8.9 ,,267.4,9.6,Individual building,
1,1111,1,9999999,Manhattan Co,FDNY, N/A , 877.5 ,22.7,N/A,732.3,19,N/A, 742.2 , 19.2 ,,698.9,18.1,Individual building,
4,3866,70,4094697,Queens CO,FDNY, N/A ," 1,560.0 ",40.4,N/A,1724.1,45.3,N/A," 1,852.8 ", 48.0 ,,1769.9,45.9,Individual building,
2,2905,30,2117925,Rescue 3,FDNY, N/A , 146.3 ,4.8,N/A,138.6,4.5,N/A, 142.2 , 4.6 ,,143,4.7,Individual building,
1,1071,49,1070109,Rescue Company 1,FDNY, N/A , 337.1 ,11.3,N/A,314.7,10.3,N/A, 319.1 , 10.7 ,,338.2,11,Individual building,
1,610,51,1010686,Squad 18,FDNY, N/A , 200.6 ,7.2,N/A,218.5,8,N/A, 189.3 , 6.6 ,,193.3,7.1,Individual building,
4,9375,7,4196913,Squad 270 and Division 13,FDNY, N/A , 791.6 ,34.1,N/A,361.5,12.6,N/A, 344.4 , 12.1 ,,317.1,10.5,Individual building,
4,2395,4,4055348,Squad 288,FDNY, N/A , 282.8 ,9.2,N/A,298.5,9.5,N/A, 292.2 , 9.0 ,,310.4,9.8,Individual building,
2,2331,33,2000930,Squad 41,FDNY, N/A , 232.2 ,8.1,N/A,224.6,7.7,N/A, 215.8 , 7.4 ,,264.8,9.4,Individual building,
2,4082,11,2044205,Squad 61 and Batt. 20,FDNY, N/A , 318.3 ,11,N/A,309.3,10.6,N/A, 299.8 , 9.6 ,,295.9,9.9,Individual building,
5,319,1,5112427,Staten Island CO,FDNY, N/A , 954.8 ,24.7,N/A,868.3,22.5,N/A, 898.2 , 23.3 ,,954.1,24.7,Individual building,
4,254,1,4003451,Transportation Repair Shop,FDNY, N/A , 306.9 ,9.5,N/A,292.2,9.2,N/A, 305.0 , 9.8 ,,533,21,Individual building,
1,777,1,1014250,"SUNY FIT, Bldg A, The David Dubinsky Student Center",FIT, N/A , 359.8 ,16.7,N/A,392.7,18.9,N/A, 351.8 , 17.4 ,,244.8,14.7,Individual building,
1,777,1,1014250,"SUNY FIT, Bldg B, Business and Liberal Arts Center",FIT, N/A , 355.7 ,16.4,N/A,387.4,18.6,N/A, 346.9 , 17.1 ,,239.4,14.4,Individual building,
1,777,18,1014251,"SUNY FIT, Bldg C, Marvin Feldman Center",FIT, N/A , 355.7 ,16.5,N/A,387.5,18.7,N/A, 347.1 , 17.1 ,,239.8,14.4,Individual building,
1,777,37,1014252,"SUNY FIT, Bldg D, Fred P. Pomerantz Art and Design Center",FIT, N/A , 355.2 ,16.4,N/A,387,18.6,N/A, 346.6 , 17.1 ,,239.6,14.4,Individual building,
1,776,40,1014236,"SUNY FIT, Bldg E, Shirley Goodman Resource Center",FIT, N/A , 276.4 ,10.6,N/A,282.1,10.9,N/A, 256.8 , 10.5 ,,157.3,8.4,Individual building,
4,1506,4,4816896,"Alcohol Halfway House, Elmhurst",HHC, N/A , 104.2 ,2.7,N/A,99.5,2.6,N/A, 93.6 , 2.4 ,,101.8,2.6,Individual building,
3,1751,25,3329636,Bedford Stuyvesant Alcohol Treatment Center,HHC, 23 , 273.7 ,8.8,6,348.6,11.1,9, 318.2 , 10.0 ,16,281.1,9,Individual building,
1,962,100,1086515,Bellevue Hospital Center Campus: Bellevue Hospital Center,HHC, 35 , 471.8 ,20.9,27,484.5,21.5,49, 433.1 , 19.0 ,57,412.7,17.9,Part of campus,Bellevue Hospital Center Campus
1,1373,50,1040750,Coler-Goldwater Hospital Campus: Coler Campus,HHC, 55 , 426.1 ,22.6,55,418,22.3,74, 377.3 , 19.9 ,80,358.6,20.4,Part of campus,Coler-Goldwater Hospital Campus
1,1373,20,1085548,Coler-Goldwater Hospital Campus: Hospital,HHC, 55 , 426.1 ,22.6,55,418,22.3,74, 377.3 , 19.9 ,80,358.6,20.4,Part of campus,Coler-Goldwater Hospital Campus
3,7239,1,3337274,Coney Island Hospital,HHC, 100 , 220.0 ,5.7,97,289.5,11,89, 329.2 , 14.3 ,95,300.4,10.5,Individual building,
3,2039,101,3251647,Cumberland Diagnostic & Treatment Center,HHC, 59 , 294.4 ,7.6,43,347.5,11.9,17, 448.3 , 19.3 ,13,492,22.5,Individual building,
3,4812,1,3327674,Dr. Susan Smity McKinney Nursing and Rehabilitation Center,HHC, N/A , 271.7 ,7,N/A,268,6.9,N/A, 281.1 , 7.3 ,,264,6.8,Individual building,
3,3738,15,3083929,East New York Diagnostic & Treatment Center,HHC, 24 , 323.6 ,11.8,24,314.7,11.6,21, 315.3 , 11.5 ,35,284.1,10.3,Individual building,
4,1489,38,4036814,Elmhurst Hospital Campus: DOC Sample Building,HHC, 93 , 317.4 ,10.3,92,316.7,10.3,95, 304.2 , 9.6 ,88,331.7,12.1,Part of campus,Elmhurst Hospital Center Campus
4,1500,2,4437132,Elmhurst Hospital Campus: Elmhurst Hospital Center,HHC, 93 , 317.4 ,10.3,92,316.7,10.3,95, 304.2 , 9.6 ,88,331.7,12.1,Part of campus,Elmhurst Hospital Center Campus
4,1489,35,4529559,Elmhurst Hospital Campus: Employee Health Office,HHC, 93 , 317.4 ,10.3,92,316.7,10.3,95, 304.2 , 9.6 ,88,331.7,12.1,Part of campus,Elmhurst Hospital Center Campus
4,1497,1,4037028,Elmhurst Hospital Campus: Hope Pavilion,HHC, 93 , 317.4 ,10.3,92,316.7,10.3,95, 304.2 , 9.6 ,88,331.7,12.1,Part of campus,Elmhurst Hospital Center Campus
4,1500,2,9999999,Elmhurst Hospital Campus: Parking Garage,HHC, 93 , 317.4 ,10.3,92,316.7,10.3,95, 304.2 , 9.6 ,88,331.7,12.1,Part of campus,Elmhurst Hospital Center Campus
4,1500,2,4539651,Elmhurst Hospital Campus: Women's Health Pavilion,HHC, 93 , 317.4 ,10.3,92,316.7,10.3,95, 304.2 , 9.6 ,88,331.7,12.1,Part of campus,Elmhurst Hospital Center Campus
1,270,32,1003224,Gouverneur Health Care Services,HHC, N/A , 506.4 ,28,N/A,460.9,22.4,N/A, 460.4 , 21.9 ,,519.6,23.7,Individual building,
1,1734,1,1082167,Harlem Hospital Campus: Harlem Hospital K Building,HHC, 52 , 433.2 ,15.5,27,490.3,17.7,13, 546.2 , 19.2 ,11,555.3,20,Part of campus,Harlem Hospital Center Campus
1,1734,1,1082172,Harlem Hospital Campus: Harlem Hospital Ron Brown Pavilion,HHC, 52 , 433.2 ,15.5,27,490.3,17.7,13, 546.2 , 19.2 ,11,555.3,20,Part of campus,Harlem Hospital Center Campus
1,1734,1,1082170,Harlem Hospital Campus: Harlem Hospital Women's Pavilion,HHC, 52 , 433.2 ,15.5,27,490.3,17.7,13, 546.2 , 19.2 ,11,555.3,20,Part of campus,Harlem Hospital Center Campus
1,1733,1,1053899,Harlem Hospital Campus: Martin Luther King Pavilion,HHC, 52 , 433.2 ,15.5,27,490.3,17.7,13, 546.2 , 19.2 ,11,555.3,20,Part of campus,Harlem Hospital Center Campus
1,1747,35,1077376,Henry J. Carter Hospital,HHC, No data ,,, No data ,,, No data ,,,100,197.3,6.1,Individual building,
1,1747,70,1088883,Henry J. Carter Hospital - Skilled Nursing Facility,HHC, No data ,,, No data ,,, No data ,,,100,34,1.7,Individual building,
1,70,43,1001135,HHC Central Office,HHC, 93 , 129.0 ,3.3,91,133.6,3.5,94, 120.9 , 3.1 ,95,116.4,3,Individual building,
3,6990,1,3188417,Ida G Israel Community Health Cntr Campus: Health Cntr,HHC, N/A , 212.5 ,6.2,N/A,223.3,6.8,N/A, 166.8 , 4.7 ,,,,Part of campus,Ida G Israel Community Health Center Campus
3,6965,125,3188220,Ida G Israel Community Health Cntr Campus: Mental Health,HHC, N/A , 212.5 ,6.2,N/A,223.3,6.8,N/A, 166.8 , 4.7 ,,,,Part of campus,Ida G Israel Community Health Center Campus
2,4205,1,2097551,Jacobi Medical Cntr Campus: Bronx Municipal Hospital,HHC, 82 , 358.3 ,12.5,79,359.4,12.7,85, 344.2 , 11.9 ,81,353.1,12.4,Part of campus,Jacobi Medical Center Campus
2,4205,1,2097550,Jacobi Medical Cntr Campus: Bronx Municipal Hospital Jacobi,HHC, 82 , 358.3 ,12.5,79,359.4,12.7,85, 344.2 , 11.9 ,81,353.1,12.4,Part of campus,Jacobi Medical Center Campus
2,4205,1,2097551,Jacobi Medical Cntr Campus: Bronx Municipal Hospital Seminole,HHC, 82 , 358.3 ,12.5,79,359.4,12.7,85, 344.2 , 11.9 ,81,353.1,12.4,Part of campus,Jacobi Medical Center Campus
3,4829,1,3327720,Kings County Hospital Campus: Bldg  Z - Powerhouse,HHC, 32 , 470.4 ,17.7,42,443.2,16.4,70, 380.2 , 13.5 ,61,396.3,14.5,Part of campus,Kings County Hospital Campus
3,4812,1,9999999,Kings County Hospital Campus: Building K-5,HHC, 32 , 470.4 ,17.7,42,443.2,16.4,70, 380.2 , 13.5 ,61,396.3,14.5,Part of campus,Kings County Hospital Campus
3,4829,1,3327718,Kings County Hospital Campus: Building R,HHC, 32 , 470.4 ,17.7,42,443.2,16.4,70, 380.2 , 13.5 ,61,396.3,14.5,Part of campus,Kings County Hospital Campus
3,4829,1,3327711,"Kings County Hospital Campus: Buildings A, B, C",HHC, 32 , 470.4 ,17.7,42,443.2,16.4,70, 380.2 , 13.5 ,61,396.3,14.5,Part of campus,Kings County Hospital Campus
3,4829,1,3327725,"Kings County Hospital Campus: Buildings T, U, Z",HHC, 32 , 470.4 ,17.7,42,443.2,16.4,70, 380.2 , 13.5 ,61,396.3,14.5,Part of campus,Kings County Hospital Campus
3,4812,1,3327681,Kings County Hospital Campus: Central Laundry,HHC, 32 , 470.4 ,17.7,42,443.2,16.4,70, 380.2 , 13.5 ,61,396.3,14.5,Part of campus,Kings County Hospital Campus
3,4812,1,3329549,Kings County Hospital Campus: Food Service,HHC, 32 , 470.4 ,17.7,42,443.2,16.4,70, 380.2 , 13.5 ,61,396.3,14.5,Part of campus,Kings County Hospital Campus
3,4812,1,3329549,Kings County Hospital Campus: Support Office,HHC, 32 , 470.4 ,17.7,42,443.2,16.4,70, 380.2 , 13.5 ,61,396.3,14.5,Part of campus,Kings County Hospital Campus
1,1901,29,1057405,Lenox Health Clinic,HHC, 3 , 379.6 ,14.2,1,437.4,17.1,9, 294.2 , 10.2 ,52,190.9,5.9,Individual building,
2,2303,58,2000645,Lincoln Detox Center Clinic (Substance Abuse Division),HHC, 68 , 171.5 ,6.5,74,144.8,5.3,97, 70.5 , 2.4 ,100,38.5,1.7,Individual building,
2,2335,16,2097050,Lincoln Medical and Mental Health Center,HHC, 87 , 341.1 ,11.4,84,345.9,11.5,91, 322.3 , 10.5 ,91,321.2,10.7,Individual building,
1,1669,1,1083929,Metropolitan Hospital Center Campus: Metropolitan Hospital,HHC, 100 , 205.1 ,5.3,99,262.6,9.6,86, 344.4 , 15.8 ,83,350.2,16.3,Part of campus,Metropolitan Hospital Center Campus
2,2489,60,2003015,Morrisania DTC Center,HHC, 40 , 305.5 ,9,39,285.7,8.5,41, 280.3 , 8.2 ,41,287.4,8.6,Individual building,
2,3327,200,2017787,North Central Bronx Hospital,HHC, 50 , 442.0 ,15.5,44,447.8,15.6,49, 438.9 , 15.2 ,41,456.7,16.3,Individual building,
4,6858,1,4442433,Queens Hospital Center Campus: Queens Hospital,HHC, 79 , 363.6 ,12.3,56,416.5,14.7,60, 407.0 , 14.1 ,52,422.9,14.9,Part of campus,Queens Hospital Center Campus
5,955,75,5113197,Sea View Hospital Rehabilitation Center,HHC, N/A , 156.9 ,6.3,N/A,120.5,4.4,N/A, 117.0 , 4.3 ,,115.9,4.2,Individual building,
2,2269,21,2090354,Segundo Ruiz Belvis Diagnostic and Treatment Center,HHC, 48 , 268.2 ,9.2,41,269.4,9.3,41, 268.8 , 9.2 ,34,293.1,10.5,Individual building,
4,1489,37,4529558,WIC Program,HHC, N/A , 46.0 ,1.4,N/A,34.8,1,N/A, 48.5 , 1.4 ,,63.8,1.9,Individual building,
3,1723,1,3048341,Woodhull Medical and Mental Health Center,HHC, 38 , 467.8 ,15.9,28,487.9,16.8,39, 460.1 , 15.5 ,40,455.2,15.5,Individual building,
3,4461,1,3098536,699-701 Euclid Ave,HPD, 58 , 177.3 ,5.2,64,163.8,4.8,66, 157.6 , 4.5 ,67,158.6,4.9,Individual building,
3,3338,1,3076376,Coalition for Hispanic Family Services,HPD, N/A , 10.8 ,0.3,N/A,3.5,0.1, No data ,,,,,,Individual building,
3,2885,1,3338304,Shelter Building #2,HPD, N/A , 30.5 ,1.5,N/A,44,2.2,N/A, 22.1 , 1.1 ,,26.8,1.4,Individual building,
2,3770,80,2025026,Adult Protective Services Offices,HRA, 22 , 249.6 ,7.4,24,238.2,6.9,21, 243.8 , 7.0 ,29,227,6.8,Individual building,
3,5854,36,3144669,Bayridge Job Center #70 Offices,HRA, 58 , 203.5 ,6.2,59,198.5,6.1,68, 174.6 , 5.4 ,64,187.7,6,Individual building,
3,1548,19,3042090,Bedford Multi Service Center,HRA, 99 , 84.0 ,2.3,99,72.3,1.9,100, 65.9 , 1.7 ,100,70.8,1.9,Individual building,
3,3496,4,3080726,Brownsville Multi Service Center,HRA, 69 , 168.7 ,6,71,162.3,5.8,74, 154.2 , 5.1 ,73,159.5,5.5,Individual building,
3,2276,12,3061504,Bushwick Job Center,HRA, 60 , 203.1 ,6,63,192.3,5.8,70, 173.6 , 5.1 ,69,180.2,5.4,Individual building,
3,3444,22,3080067,Bushwick Multi Service Center,HRA, 26 , 218.2 ,8.6,23,222.2,9,49, 162.6 , 6.2 ,31,202.9,8.3,Individual building,
3,7071,123,3189654,Coney Island Job Center Office,HRA, 67 , 184.0 ,5.3,63,192.1,5.5,65, 182.5 , 5.1 ,70,175.6,4.9,Individual building,
2,3060,32,2011826,Crotona Job Center #41 Offices,HRA, 61 , 210.7 ,5.5,56,218.8,5.7,63, 201.9 , 5.2 ,64,203.2,5.3,Individual building,
3,1941,20,3055395,DeKalb Job Center #64 Offices,HRA, 12 , 355.9 ,12.1,23,295.5,9.1,24, 289.6 , 8.6 ,28,280.9,8.8,Individual building,
1,2213,1,1064513,Dyckman Job Center,HRA, 11 , 368.1 ,10.7,7,392.2,11.2,7, 389.1 , 11.0 ,7,405.5,11.7,Individual building,
1,1775,33,1054497,East End Social Services Office,HRA, 54 , 209.6 ,5.5,54,207.6,5.5,46, 223.7 , 6.6 ,30,271.3,10.1,Individual building,
1,1808,8,1054888,East Harlem Multi Service Center,HRA, 99 , 72.4 ,1.9,99,71.7,1.9,100, 67.6 , 1.8 ,100,59.5,1.6,Individual building,
3,4214,1,3094690,Euclid Job Center #78,HRA, 12 , 359.8 ,10.2,12,353.9,10,11, 359.6 , 10.0 ,9,382.9,11.2,Space within building,
1,872,13,1017821,"FIA,MICSA Social Services Office",HRA, 64 , 220.9 ,7.2,76,185.9,5.8,84, 160.9 , 5.2 ,83,166.5,5.5,Individual building,
3,174,18,3000602,FIA/OCP Offices,HRA, 59 , 196.5 ,5.1,60,191.7,5,49, 213.5 , 5.5 ,53,207.5,5.4,Individual building,
2,3293,8,2016777,Fordham Model Office,HRA, 40 , 236.5 ,7.6,41,229.7,7.5,42, 225.9 , 7.3 ,45,222.8,7.3,Individual building,
3,197,28,3335918,Greenwood Job Center,HRA, 68 , 191.9 ,5,70,185.2,4.8,76, 167.1 , 4.3 ,86,143.3,3.7,Individual building,
1,1912,12,1057904,Help Harbor Transitional Housing Site I,HRA, N/A , 172.7 ,6.4,N/A,144.3,5.6,N/A, 125.9 , 4.7 ,,143.9,5.6,Individual building,
1,1911,43,1057874,Help Harbor Transitional Housing Site II,HRA, N/A , 99.2 ,3.7,N/A,92.1,3.4,N/A, 107.3 , 4.2 ,,118.4,4.6,Individual building,
2,2643,1,2004558,Hunt Point Multi Service Center,HRA, 24 , 276.2 ,8.1,23,275.9,8,20, 283.0 , 8.2 ,24,275.8,7.9,Individual building,
3,165,1,3000495,Linden Model Office,HRA, 85 , 157.6 ,4.1,81,169.1,5.1,71, 194.4 , 7.3 ,100,52.7,2.9,Individual building,
2,2443,100,2002457,Melrose Job Center #40 Offices,HRA, 42 , 267.0 ,6.9,33,287.5,7.4,60, 213.2 , 5.5 ,72,185.9,4.8,Individual building,
5,497,1,5013236,"MICSA,APS Offices",HRA, 19 , 256.1 ,7.9,20,249.5,8,25, 229.2 , 7.1 ,17,262.2,8.4,Individual building,
3,174,13,3000601,MICSA/HASA Office,HRA, 57 , 197.6 ,5.1,71,163.9,4.2,65, 175.8 , 4.6 ,70,167.2,4.3,Individual building,
3,928,1,3018375,MICSA/Medical Assistance Program Offices,HRA, 55 , 189.9 ,5.6,58,179.9,5.4,57, 181.2 , 5.3 ,74,148.5,4.6,Individual building,
2,2758,6,2006302,New Day Family Residence I,HRA, N/A , 35.5 ,1.4,N/A,31.9,1.3,N/A, 30.6 , 1.2 ,,32.1,1.3,Individual building,
2,2758,36,2006311,New Day Family Residence II,HRA, N/A , 85.8 ,3.3,N/A,73.3,2.9,N/A, 70.4 , 2.7 ,,78.4,3.1,Individual building,
1,577,34,1009716,Office HASA Services and FIA Food Stamps,HRA, 31 , 297.1 ,8.7,28,304.4,8.8,32, 287.3 , 8.1 ,32,292,8.3,Individual building,
1,779,75,1014306,Office HASA/MICSA/APS Social Services,HRA, 66 , 191.9 ,5,67,184.3,4.8,66, 186.9 , 4.8 ,63,197,5.1,Individual building,
1,70,32,1001134,Office HRA Commissioner and Program Adm,HRA, 15 , 392.9 ,15,15,388.7,14.9,22, 344.2 , 13.1 ,15,390.7,14.9,Individual building,
1,698,1,1012389,Office MICSA & Trades Support Services,HRA, 88 , 148.6 ,3.9,86,153.3,4,90, 136.4 , 3.5 ,91,134.3,3.5,Individual building,
3,173,1,3000573,Office of Fraud Investigation,HRA, 1 , 522.6 ,16,1,520.1,16.3,1, 520.2 , 15.9 ,1,541.2,16.8,Space within building,
1,1988,53,1059778,Offices Home Care & HASA services,HRA, 35 , 249.6 ,7.7,35,243.6,7.6,46, 215.3 , 6.5 ,39,236.4,7.8,Individual building,
1,177,2,1001971,Offices Support Services & Fraud Investigation,HRA, 46 , 271.3 ,7,42,279.3,7.2,43, 274.0 , 7.1 ,54,247.8,6.4,Individual building,
3,5426,1,3838764,OPM Warehouse,HRA, 33 , 109.0 ,3.7,20,133.2,4.8,26, 117.4 , 4.1 ,23,129.7,4.7,Space within building,
2,2340,72,2000978,Rider Job Center #38,HRA, 65 , 191.4 ,5.1,66,186.3,5.2,56, 209.0 , 6.3 ,57,210.4,6.8,Individual building,
4,15900,8,4301932,Rockaway Job Center FS42 MICSA,HRA, 9 , 319.8 ,9.2,11,303.7,9.1,15, 277.4 , 8.4 ,12,297.6,8.9,Individual building,
4,12200,52,4264631,South Jamaica MAC,HRA, 28 , 240.8 ,7.7,27,241.8,7.7,33, 220.0 , 6.9 ,51,184.7,6.3,Individual building,
3,717,61,3010669,42nd Street Warehouse,NYPD, 13 , 123.0 ,4.8,7,140.5,5.3,11, 121.3 , 4.5 ,6,147.9,5.8,Individual building,
3,724,1,3010833,Applicant Processing Division,NYPD, 24 , 285.8 ,9.8,13,333.2,11.8,17, 304.2 , 10.1 ,13,332.9,11.3,Individual building,
3,3698,32,3083636,Brooklyn North Narcotics,NYPD, 34 , 261.8 ,8.5,32,263.7,8.5,30, 266.8 , 8.4 ,36,255.1,8.2,Individual building,
3,5794,150,3143890,BS Narcotics,NYPD, N/A , 47.0 ,1.3,N/A,15,0.5, No data ,,,,,,Individual building,
3,5051,1,3256655,BSTF,NYPD, 5 , 344.9 ,12.1,4,352.5,12.5,5, 327.6 , 10.9 ,3,371.6,13.1,Individual building,
4,2344,30,4054168,Building Maintenance/Quartermaster,NYPD, 1 ," 2,464.3 ",116.4,2,571.1,21,5, 459.4 , 16.4 ,4,492.6,18.4,Individual building,
4,2361,150,4054276,Central Motor Repair Shop,NYPD, N/A , 287.7 ,7.7,N/A,265.7,7.1,N/A, 226.8 , 6.1 ,,223.9,6,Individual building,
4,4382,1,4999999,College Point Tow Pound,NYPD, No data ,,, No data ,,, No data ,,,,34.6,1.2,Individual building,
3,7226,62,3196054,Command,NYPD, 5 , 433.0 ,11.3,21,317.8,8.3,22, 309.7 , 8.3 ,24,306.4,8.6,Individual building,
4,4977,39,4112351,Flushing Armory,NYPD, N/A , 110.3 ,3.8,N/A,109.1,3.5,N/A, 93.5 , 2.6 ,,82.3,2.3,Individual building,
3,5778,1,3257058,Harbor Unit Charlie,NYPD, 1 , 451.0 ,13.6,1,487,14.9,1, 457.7 , 14.0 ,2,403.2,12.3,Individual building,
4,4044,1,4999999,Harbor Unit Launch,NYPD, N/A , 113.4 ,4.9,N/A,131.7,5.9,N/A, 103.5 , 4.5 ,,132.1,5.9,Individual building,
4,10523,69,4467695,Highway District #3,NYPD, N/A , 135.5 ,5,N/A,129.5,4.4,N/A, 129.6 , 4.3 ,,184.3,8.1,Individual building,
3,8590,700,3332516,Highway District 2,NYPD, N/A , 183.0 ,5.8,N/A,154,4.3,N/A, 225.4 , 8.6 ,,279.7,12.3,Individual building,
3,644,1,3336825,Marine Terminal Storage,NYPD, 100 , 0.2 ,,100,0.7,,100, 0.8 , -   ,100,0.8,,Individual building,
1,1082,7501,1088726,Mounted Unit,NYPD, No data ,,, No data ,,, No data ,,,,,,Space within building,
1,241,13,1805208,MS Narcotics,NYPD, 100 , 19.6 ,0.7,100,19.8,0.7,100, 18.6 , 0.6 ,100,16.8,0.6,Individual building,
1,1070,44,1026909,MSTF,NYPD, 41 , 211.6 ,7.2,31,232.5,7.9,34, 222.1 , 7.3 ,35,222.6,7.3,Individual building,
3,7261,150,3196377,MTD Troop E,NYPD, 55 , 158.0 ,6.9,46,173,7.6,53, 157.7 , 7.5 ,48,169.7,10.2,Individual building,
1,119,1,1079143,NYPD Police Headquarters,NYPD, 36 , 299.2 ,9.5,25,337.6,10.5,27, 326.3 , 9.8 ,25,340.8,10.7,Individual building,
4,10092,6,4215603,NYPD Police Laboratory,NYPD, N/A , 611.2 ,21.4,N/A,619.3,21.9,N/A, 408.0 , 15.3 ,,519.6,19.2,Individual building,
3,8591,75,3242371,NYPD Warehouse,NYPD, 1 , 531.4 ,14.2,25,98.4,2.9,4, 159.8 , 5.9 ,1,235.1,11.3,Individual building,
1,805,82,1015151,Parking Enforcement Division,NYPD, 89 , 118.1 ,3.3,88,116.4,3.2,89, 114.9 , 3.1 ,90,113.8,3.1,Individual building,
4,10092,1,4215602,Parking Garage,NYPD, N/A , 38.5 ,1,N/A,39.1,1,N/A, 37.9 , 1.0 ,,38.5,1,Individual building,
1,769,55,1013994,Precinct,NYPD, N/A , 141.1 ,3.7,N/A,137.1,3.6,N/A, 154.4 , 5.0 ,,204.6,8.8,Individual building,
1,759,8,1013564,Precinct,NYPD, N/A , 295.4 ,9.9,N/A,310.7,10.6,N/A, 299.0 , 10.0 ,,314.4,10.9,Individual building,
1,1044,38,1082822,Precinct,NYPD, N/A , 303.7 ,9.7,N/A,315.1,10.1,N/A, 280.4 , 9.0 ,,281.4,9.6,Individual building,
1,1402,25,1042471,Precinct,NYPD, N/A , 398.2 ,15.7,N/A,368.3,13.6,N/A, 291.6 , 10.1 ,,377.3,15.2,Individual building,"Engine Co. 39, Ladder Co. 16 and 19th Precinct Campus"
1,190,33,1002168,Precinct,NYPD, N/A , 242.2 ,8.4,N/A,250.8,8.8,N/A, 241.2 , 7.9 ,,233.7,7.9,Individual building,
1,1212,38,1032028,Precinct,NYPD, N/A , 337.4 ,11.9,N/A,349.1,12.8,N/A, 369.5 , 13.8 ,,408.6,15.7,Individual building,
1,1111,1,1083819,Precinct,NYPD, N/A , 367.4 ,10.3,N/A,521.8,15.3,N/A, 548.9 , 15.9 ,,578,16.8,Individual building,
1,1855,5,1055910,Precinct,NYPD, N/A , 202.2 ,5.7,N/A,203.4,5.7,N/A, 223.4 , 6.9 ,,260.3,9.9,Individual building,
1,1767,62,1054360,Precinct,NYPD, N/A , 173.2 ,5.9,N/A,188.2,6.4,N/A, 174.4 , 5.9 ,,168.4,5.9,Individual building,
1,1982,38,1076682,Precinct,NYPD, N/A , 216.3 ,5.8,N/A,200.9,5.4,N/A, 209.9 , 6.3 ,,283.3,11.8,Individual building,
