OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,PrimaryPropertyType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),SteamUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,ComplianceStatus,ComplianceIssue
35391,2018,LUMEN COMMERCIAL,NonResidential,4458720000,500 MERCER ST,SEATTLE,WA,98109,47.62473,-122.34727,MAGNOLIA / QUEEN ANNE,7,2006,4,0,34010,34010,0,Retail Store,,42.60,42.60,3020838,3020838,119.20,119.20,Retail Store,70963,NA,,NA,,885357,3020838,0,0,0,8.1,0.2,Account Requires Verification,Possible Energy Data Error
35392,2018,QFC at 500 MERCER,NonResidential,4458720010,500 MERCER ST,SEATTLE,WA,98109,47.62473,-122.34727,MAGNOLIA / QUEEN ANNE,7,2006,4,0,45980,45980,0,Supermarket/Grocery Store,83,180.80,177.80,8314336,8176406,375.40,372.30,Supermarket/Grocery Store,45980,NA,,NA,,1428970,4875646,33008,3300761,0,188.3,4.1,Compliant,No Issue
35431,2018,OVERLOOK AT MAGNOLIA (BLDG D),Multifamily MR (5-9),5036300605,3601 26TH PL W,SEATTLE,WA,98199,47.65201,-122.3891,MAGNOLIA / QUEEN ANNE,7,1970,5,0,34728,34728,0,Multifamily Housing,47,31.30,30.60,1087857,1061780,87.70,85.60,Multifamily Housing,34728,NA,,NA,,311190,1061780,0,0,0,2.8,0.1,Compliant,No Issue
35436,2018,OVERLOOK AT MAGNOLIA (BLDG F),Multifamily MR (5-9),5036300605,3500 27TH PL W,SEATTLE,WA,98199,47.652,-122.38949,MAGNOLIA / QUEEN ANNE,7,1970,5,0,34480,34480,0,Multifamily Housing,68,25.80,25.00,888224,861687,72.10,70.00,Multifamily Housing,34480,NA,,NA,,252546,861687,0,0,0,2.3,0.1,Compliant,No Issue
36034,2018,HARVARD MARKET LLC,NonResidential,3148650000,1401 BROADWAY,SEATTLE,WA,98122,47.61318,-122.32122,EAST,1,1996,3,0,45243,45243,0,Retail Store,37,123.80,124.70,5600078,5643224,265.10,267.80,Retail Store,45243,NA,,NA,,1036737,3537347,21059,2105878,0,121.3,2.7,Compliant,No Issue
36087,2018,Sanford Hildebrandt Towers II,Multifamily LR (1-4),1926049347,751 N 135TH ST,SEATTLE,WA,98133,47.72664,-122.34823,NORTHWEST,1,1984,4,0,56800,56800,0,Multifamily Housing,81,34.20,33.80,1940903,1920482,75.60,74.90,Multifamily Housing,56800,NA,,NA,,374960,1279364,6411,641118,0,37.5,0.7,Compliant,No Issue
36587,2018,EAST MADISON YMCA,NonResidential,9828200095,2300 E OLIVE ST,SEATTLE,WA,98122,47.61674,-122.30207,CENTRAL,3,1991,1,0,45000,45000,0,Fitness Center/Health Club/Gym,,157.90,153.10,4156410,4030189,234.20,229.20,Fitness Center/Health Club/Gym,26321,Swimming Pool,0,NA,,301489,1028681,30015,3001508,0,162.2,3.6,Compliant,No Issue
37008,2018,CENTURYLINK EVENT CENTER & GARAGE,NonResidential,7666204876,800 OCCIDENTAL AVE S,SEATTLE,WA,98104,47.59544,-122.33159,GREATER DUWAMISH,2,1999,6,1,872409,333698,538711,Parking,,43.90,41.80,14660692,13961920,90.10,86.80,Parking,432903,Other - Entertainment/Public Assembly,333698,NA,,2393031,8165022,57969,5796897,0,329.7,1,Compliant,No Issue
37248,2018,RAINIER MALT HOUSE,NonResidential,3466800063,5840 AIRPORT WAY S,SEATTLE,WA,98108,47.55066,-122.31787,GREATER DUWAMISH,1,1904,4,1,72859,72859,0,NA,,,,,,,,NA,,NA,,NA,,0,0,0,0,0,0,0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle
39332,2018,SOUTH SHORE K-8 PUBLIC SCHOOL (SPS-DISTRICT),SPS-District K-12,2123700250,4800 S HENDERSON ST,SEATTLE,WA,98118,47.52374,-122.27201,SOUTHEAST,2,2009,2,0,138705,138705,0,K-12 School,80,34.10,33.10,4724632,4596182,71.00,70.00,K-12 School,138705,NA,,NA,,817719,2790058,18061,1806123,0,103.4,0.7,Compliant,No Issue
39673,2018,VIVIAN MCLEAN PLACE - AFFORDABLE HOUSING,Multifamily LR (1-4),1953000000,5423 DELRIDGE WAY SW,SEATTLE,WA,98106,47.55304,-122.3633,DELRIDGE NEIGHBORHOODS,1,2002,3,0,20000,20000,0,Multifamily Housing,,23.70,23.30,562994,553886,66.40,65.30,Multifamily Housing,23752,NA,,NA,,162335,553886,0,0,0,1.5,0.1,Compliant,No Issue
39768,2018,COPPINS WELL,Multifamily HR (10+),1978200720,1200 MADISON ST,SEATTLE,WA,98104,47.61022,-122.324,EAST,1,2012,17,0,236148,193868,42280,Multifamily Housing,80,48.80,47.80,9468142,9272716,99.60,98.20,Multifamily Housing,187014,Parking,42280,Retail Store,6854,1557719,5314937,39578,3957779,0,224.4,1.2,Compliant,No Issue
40008,2018,KING COUNTY METRO TRANSIT POWER DISTRIBUTION,NonResidential,7666205180,2255 4TH AVE S,SEATTLE,WA,98134,47.5823,-122.32937,GREATER DUWAMISH,2,2004,3,0,21947,21947,0,Mixed Use Property,,61.10,59.50,1642791,1600681,128.10,127.00,Other,14877,Office,12023,Parking,4920,290684,991814,6089,608867,0,35,1.6,Compliant,No Issue
40028,2018,"UW- SANDPOINT BUILDING # 5 (5A,5B,5C,5D)",NonResidential,0225049078,7561 63RD AVE NE,SEATTLE,WA,98115,47.68454,-122.26235,NORTHEAST,1,1940,1,1,384772,384772,0,Mixed Use Property,61,35.00,34.00,14465832,14051551,75.10,74.00,Non-Refrigerated Warehouse,206337,Library,140011,College/University,43257,2657721,9068144,49834,4983407,0,288.9,0.8,Compliant,No Issue
40031,2018,SAND POINT BUILDING 25,NonResidential,0225049077,6222 NE 74TH ST,SEATTLE,WA,98115,47.6824,-122.26223,NORTHEAST,4,1960,0,0,30287,30287,0,Medical Office,28,83.80,82.80,2350336,2322492,210.90,209.90,Medical Office,28050,NA,,NA,,577647,1970932,3516,351560,0,23.9,0.8,Compliant,No Issue
40034,2018,SAND POINT BUILDING 29,NonResidential,0225049077,6200 NE 74TH ST,SEATTLE,WA,98115,47.68254,-122.26299,NORTHEAST,4,1960,0,0,21931,21931,0,Office,27,129.60,123.10,4128009,3921394,203.50,196.60,Office,31845,NA,,NA,,359169,1225485,26959,2695910,0,146.5,6.7,Compliant,No Issue
40067,2018,OLYMPIC BLOCK BUILDING-COMMERCIAL,NonResidential,5247800440,101 YESLER WAY,SEATTLE,WA,98104,47.60148,-122.33379,DOWNTOWN,1,1985,6,0,73102,73102,0,Office,65,57.30,56.90,4294442,4263240,160.40,159.20,Office,66386,Parking,18364,Fast Food Restaurant,8598,1249484,4263239,0,0,0,11.4,0.2,Compliant,No Issue
40348,2018,BROADWAY MARKET AND HARVARD APTS,NonResidential,6850700316,401 BROADWAY E,SEATTLE,WA,98102,47.62256,-122.3215,EAST,1,1916,2,0,140823,81422,59401,Mixed Use Property,,20.00,20.00,2799094,2799094,53.50,53.50,Parking,89820,Supermarket/Grocery Store,64000,Multifamily Housing,41014,763045,2603510,1956,195584,0,17.3,0.2,Compliant,No Issue
40388,2018,MAGNOLIA MANOR,Multifamily LR (1-4),5036300165,2710 W MANOR PL,SEATTLE,WA,98199,47.65322,-122.39202,MAGNOLIA / QUEEN ANNE,7,1968,4,0,24386,24386,0,Multifamily Housing,77,25.00,25.00,610594,610594,70.10,70.10,Multifamily Housing,24386,NA,,NA,,178955,610594,0,0,0,1.6,0.1,Compliant,No Issue
40447,2018,SPU OPERATIONS CONTROL CENTER (OCC) COMPLEX,Nonresidential COS,7666203010,2700 AIRPORT WAY S,SEATTLE,WA,98134,47.57918,-122.32075,GREATER DUWAMISH,1,1966,1,0,90072,90072,0,Mixed Use Property,,102.60,98.50,9240540,8869138,186.60,182.30,Office,38476,Non-Refrigerated Warehouse,32770,Other,18511,1190475,4061901,48072,4807238,0,266.2,3,Compliant,No Issue
40529,2018,BEACON VIEW APTS BLDG B,Multifamily LR (1-4),7660600235,1702 11TH AVE S,SEATTLE,WA,98134,47.58814,-122.31816,GREATER DUWAMISH,2,1968,4,0,35796,35796,0,Multifamily Housing,66,31.60,30.70,1094659,1062625,88.50,85.90,Multifamily Housing,34636,NA,,NA,,311438,1062625,0,0,0,2.8,0.1,Compliant,No Issue
41068,2018,AMESBURY COURT APARTMENTS - BLDG B,Multifamily LR (1-4),0164000222,13735 LINDEN AVE N,SEATTLE,WA,98133,47.72883,-122.34862,NORTHWEST,1,1990,4,0,43228,43228,0,Multifamily Housing,100,21.10,21.00,910638,908118,59.00,58.80,Multifamily Housing,43228,NA,,NA,,266154,908118,0,0,0,2.4,0.1,Account Requires Verification,Low Outlier - ENERGY STAR Score
41070,2018,AMESBURY COURT APARTMENTS - BLDG A,Multifamily LR (1-4),0164000222,13731 LINDEN AVE N,SEATTLE,WA,98133,47.72883,-122.34862,NORTHWEST,1,1990,4,0,35560,35560,0,Multifamily Housing,100,16.10,16.00,574353,569822,45.10,44.80,Multifamily Housing,35650,NA,,NA,,167005,569821,0,0,0,1.5,0,Account Requires Verification,Low Outlier - EUI
41527,2018,ELLIOT BAY VIEW APARTMENTS,Multifamily MR (5-9),1985200120,151 JOHN ST,SEATTLE,WA,98109,47.61958,-122.35378,MAGNOLIA / QUEEN ANNE,7,2011,7,0,36179,28624,7555,Multifamily Housing,65,52.10,51.30,1476180,1453379,112.50,110.70,Multifamily Housing,28309,Parking,2930,NA,,269083,918110,5353,535269,0,30.9,1.1,Compliant,No Issue
41927,2018,UW - MOLECULAR ENGINEERING BLDG,NonResidential,1625049001,1701 NE GRANT LN,SEATTLE,WA,98195,47.65442,-122.30987,NORTHEAST,4,2011,5,1,90374,90374,0,College/University,,119.00,120.40,10745152,10869931,333.20,337.10,College/University,90300,NA,,NA,,3185795,10869933,0,0,0,29,0.3,Compliant,No Issue
41928,2018,SAFEWAY STORE #1586,NonResidential,6798100875,12318 15TH AVE NE,SEATTLE,WA,98125,47.71864,-122.312,NORTH,5,2011,1,1,51400,51400,0,Supermarket/Grocery Store,74,228.20,225.00,11830495,11666033,474.70,471.40,Supermarket/Grocery Store,51841,Parking,0,NA,,2041288,6964875,47012,4701160,0,268.3,5.2,Compliant,No Issue
41987,2018,AVALON QUEEN ANNE,Multifamily MR (5-9),1989200620,300 3RD AVE W,SEATTLE,WA,98119,47.6212,-122.36016,MAGNOLIA / QUEEN ANNE,7,2011,6,0,290520,290520,0,Multifamily Housing,91,33.10,32.60,6727760,6625310,67.50,66.70,Multifamily Housing,203481,NA,,NA,,1106357,3774890,28504,2850421,0,161.5,0.6,Compliant,No Issue
42067,2018,THE BROADWAY ON BROADWAY BLDG,Multifamily MR (5-9),6003000620,1620 BROADWAY,SEATTLE,WA,98122,,,NA,,2010,6,0,184980,184980,0,Multifamily Housing,76,53.60,53.20,7027786,6981806,116.30,115.90,Multifamily Housing,103955,Parking,54452,Retail Store,12835,1317586,4495603,24862,2486204,0,144,0.8,Compliant,No Issue
42069,2018,NORTH POINTE NON RESIDENTIAL SECTION,NonResidential,6147900000,2101 N 34TH ST,SEATTLE,WA,98103,47.64779,-122.33352,LAKE UNION,4,1993,1,0,26263,26263,0,Office,42,78.70,78.70,2068022,2068022,220.50,220.50,Office,26263,NA,,NA,,606103,2068022,0,0,0,5.5,0.2,Compliant,No Issue
42070,2018,TAMARACK PLACE (2012),Multifamily LR (1-4),8562990000,4616 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98108,47.56185,-122.29363,SOUTHEAST,2,2010,4,0,88449,88449,0,Multifamily Housing,,39.70,39.10,3507466,3455150,104.60,102.90,Multifamily Housing,79257,Office,4281,Retail Store,3610,917362,3130039,3251,325111,0,25.6,0.3,Compliant,No Issue
42074,2018,BRETTLER FAMILY PLACE,Multifamily LR (1-4),0225049067,6870 62ND AVE NE,SEATTLE,WA,98115,47.67857,-122.26172,NORTHEAST,4,2011,3,0,31930,31930,0,Multifamily Housing,79,30.80,30.20,983972,965102,86.30,84.60,Multifamily Housing,31930,NA,,NA,,282855,965102,0,0,0,2.6,0.1,Compliant,No Issue
42076,2018,LAKE CITY COURT (SHA),Multifamily LR (1-4),1453601100,12536 33RD AVE NE,SEATTLE,WA,98125,47.72033,-122.29213,NORTH,5,2011,4,0,138121,138121,0,Multifamily Housing,,33.40,32.40,4617655,4471138,63.40,62.30,Multifamily Housing,136923,Other,794,Office,404,654281,2232405,22387,2238733,0,124.9,0.9,Compliant,No Issue
42087,2018,GOSSETT PLACE (2012),Multifamily MR (5-9),6746700955,4719 12TH AVE NE,SEATTLE,WA,98105,47.66368,-122.31554,NORTHEAST,4,2011,6,0,39636,39636,0,Multifamily Housing,56,42.70,42.10,1748973,1724985,119.30,117.70,Multifamily Housing,41000,NA,,NA,,504650,1721864,31,3121,0,4.8,0.1,Compliant,No Issue
42168,2018,BRETTLER FAMILY PLACE BLDG 2,Multifamily LR (1-4),0225049067,6800 62ND AVE NE,SEATTLE,WA,98115,47.6779,-122.26166,NORTHEAST,4,2011,3,0,29646,29646,0,Multifamily Housing,88,27.10,26.40,804951,785947,75.80,74.00,Multifamily Housing,29744,NA,,NA,,230348,785947,0,0,0,2.1,0.1,Compliant,No Issue
43247,2018,HARVARD CREST APARTMENTS,Multifamily LR (1-4),6003002130,135 HARVARD AVE E,SEATTLE,WA,98102,47.6197,-122.32253,EAST,3,1927,3,0,29656,29656,0,Multifamily Housing,92,28.70,27.80,849781,824953,61.40,59.40,Multifamily Housing,29656,NA,,NA,,149890,511426,3135,313527,0,18,0.6,Compliant,No Issue
43867,2018,HONG KONG BUILDING & APTS,Multifamily MR (5-9),5247801915,507 MAYNARD AVE S,SEATTLE,WA,98104,47.59801,-122.32544,DOWNTOWN,2,1927,5,1,39493,30993,8500,Multifamily Housing,,133.70,133.70,4374034,4374034,216.10,216.10,Multifamily Housing,24015,Restaurant,8700,Parking,8500,414866,1415522,29585,2958511,0,160.9,5.2,Compliant,No Issue
43948,2018,GEORGETOWN STEAM PLANT,Nonresidential COS,0000000000,6605 13TH AVE S,SEATTLE,WA,98108,47.54277,-122.31626,GREATER DUWAMISH,1,1906,2,0,39212,39212,0,Other,,33.00,31.00,1294809,1215996,92.50,86.80,Other,39212,NA,,NA,,356388,1215996,0,0,0,3.2,0.1,Compliant,No Issue
44187,2018,THE DOUGLAS APTS,Multifamily MR (5-9),7948300005,1223 E CHERRY ST,SEATTLE,WA,98122,47.60786,-122.31586,CENTRAL,3,2011,5,0,140254,120430,19824,Multifamily Housing,94,39.50,39.10,4859226,4812741,90.50,90.10,Multifamily Housing,116666,Parking,18913,Office,6408,1011632,3451688,13611,1361053,0,81.5,0.7,Compliant,No Issue
44267,2018,SANTOS PLACE APT,Multifamily LR (1-4),0225049066,6940 62ND AVE NE,SEATTLE,WA,98115,47.67928,-122.26177,NORTHEAST,4,1947,3,0,38264,38264,0,Multifamily Housing,57,47.40,45.60,1813197,1746132,82.20,80.10,Multifamily Housing,38264,NA,,NA,,206273,703802,10423,1042330,0,57.2,1.5,Compliant,No Issue
45287,2018,MEDGAR EVERS POOL (GARFIELD COMMUNITY CENTER),Nonresidential COS,7544800245,500 23RD AVE,SEATTLE,WA,98122,47.60668,-122.30242,CENTRAL,3,1968,1,0,21400,21400,0,Other - Recreation,,247.70,241.30,5136656,5005382,458.10,451.40,Other - Recreation,11737,Fitness Center/Health Club/Gym,9003,Swimming Pool,0,687834,2346891,26585,2658492,0,147.5,6.9,Compliant,No Issue
45927,2018,Research & Training Building (HARBORVIEW),NonResidential,8590900220,300 9TH AVE,SEATTLE,WA,98104,47.60427,-122.32311,EAST,1,2000,8,0,181930,181930,0,Laboratory,,326.60,321.80,54318224,53529232,592.30,589.50,Laboratory,166338,NA,,NA,,6176217,21073252,0,0,32455980,1781.6,9.8,Compliant,No Issue
46427,2018,CITIZEN APARTMENTS,Multifamily MR (5-9),6003000085,1222 E MADISON ST,SEATTLE,WA,98122,47.61338,-122.31593,EAST,3,2012,6,0,102696,75025,27671,Multifamily Housing,100,25.80,25.80,2645371,2645371,60.80,60.80,Multifamily Housing,102696,Parking,20984,NA,,580862,1981903,6635,663468,0,40.5,0.5,Account Requires Verification,Low Outlier - ENERGY STAR Score
48287,2018,CENTRAL LINK OPERATIONS & MAINTENANCE,NonResidential,7666203110,3407 AIRPORT WAY S,SEATTLE,WA,98134,47.5735,-122.32239,GREATER DUWAMISH,2,2005,4,0,162157,162157,0,Office,,220.70,217.70,35618652,35140424,528.70,525.50,Office,88698,Other - Services,72726,NA,,8028341,27392699,77477,7747726,0,484.6,3,Compliant,No Issue
49467,2018,THE JEFFERSON ON JEFFERSON & 12TH,Multifamily MR (5-9),7948300165,500 12TH AVE,SEATTLE,WA,98122,47.60642,-122.31637,CENTRAL,3,2012,6,0,57495,47022,10473,Multifamily Housing,96,30.40,30.40,1511836,1511836,68.40,68.40,Multifamily Housing,45113,Parking,5866,Other,4596,303913,1036952,4749,474884,0,28,0.6,Compliant,No Issue
49687,2018,SAFEWAY #1885,NonResidential,8681450000,516 1ST AVE W,SEATTLE,WA,98119,47.6239,-122.35756,MAGNOLIA / QUEEN ANNE,7,2003,4,0,33997,33997,0,Supermarket/Grocery Store,22,260.80,260.80,8865692,8865692,697.70,697.70,Supermarket/Grocery Store,33997,Parking,30000,NA,,2413433,8234633,6311,631060,0,55.5,1.6,Compliant,No Issue
49693,2018,TRESSA APARTMENTS 1 & 2 Combined,Multifamily MR (5-9),4340200000,14200 LINDEN AVE N,SEATTLE,WA,98133,47.73192,-122.34747,NORTHWEST,1,2010,6,0,375502,238441,137061,Multifamily Housing,,27.50,27.30,9882315,9802465,75.90,75.30,Multifamily Housing,352633,Parking,137061,Office,5308,2807743,9580019,2224,222445,0,37.4,0.2,Compliant,No Issue
49695,2018,CITY PLACE V (Arizona),NonResidential,1986200350,207 BOREN AVE N,SEATTLE,WA,98109,47.62037,-122.33627,LAKE UNION,7,2012,11,0,526423,335992,190431,Office,96,39.10,39.00,15946512,15908504,102.50,102.40,Office,400536,Parking,182439,Other,7177,4192182,14303725,16048,1604779,0,123.4,0.4,Compliant,No Issue
49697,2018,PRUDENTIAL BUILDING,NonResidential,5247800025,114 ALASKAN WAY S,SEATTLE,WA,98104,47.60121,-122.33518,DOWNTOWN,1,1902,6,0,74211,74211,0,NA,,,,,,,,NA,,NA,,NA,,0,0,0,0,0,0,0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle
49698,2018,LAWRENCE LOFTS,Multifamily MR (5-9),7234601230,1818 E MADISON ST,SEATTLE,WA,98122,47.61687,-122.30796,SHARED: CENTRAL &amp; EAST,3,2012,6,0,174654,129219,45435,Multifamily Housing,96,28.50,28.20,3687082,3649240,76.90,76.10,Multifamily Housing,124279,Parking,49395,"Personal Services (Health/Beauty, Dry Cleaning, etc)",2620,1005501,3430769,2185,218469,0,20.8,0.2,Compliant,No Issue
49699,2018,PUBLIC STORAGE AND TRUCK RENTAL,NonResidential,0323049141,10020 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,47.51098,-122.27817,SOUTHEAST,1,1988,2,8,293707,293707,0,Self-Storage Facility,,4.90,4.80,1431870,1408487,13.10,13.00,Self-Storage Facility,293707,Parking,0,NA,,391145,1334587,739,73900,0,7.5,0,Compliant,No Issue
49703,2018,BLAINE K-8 SCHOOL & MAGNOLIA COMMUNITY CENTER (SPS-DISTRICT),SPS-District K-12,2225039016,2550 34TH AVE W,SEATTLE,WA,98199,47.64342,-122.3997,MAGNOLIA / QUEEN ANNE,1,1952,1,0,116101,116101,0,K-12 School,65,49.30,46.30,5687870,5347572,67.60,64.50,K-12 School,115381,NA,,NA,,305932,1043841,43037,4303731,0,231.4,2,Compliant,No Issue
49704,2018,KOI,Multifamily MR (5-9),2768300135,1139 NW MARKET ST,SEATTLE,WA,98107,47.66838,-122.37199,BALLARD,1,2012,6,0,177528,128621,48907,Multifamily Housing,99,35.50,34.90,4487160,4412260,74.90,73.90,Multifamily Housing,126393,Parking,48907,NA,,788906,2691749,17205,1720511,0,98.6,0.8,Compliant,No Issue
49705,2018,MAGNUSON PARK CAMPUS,Campus,0225049062,7400 SAND POINT WAY NE,SEATTLE,WA,98115,47.68212,-122.2633,NORTHEAST,1,1929,0,7,564258,564258,0,Other - Recreation,,37.90,36.10,21386126,20363936,69.80,67.50,Other - Recreation,564258,NA,,NA,,2794040,9533264,108307,10830670,0,600.7,1.1,Compliant,No Issue
49706,2018,TERRAVITA APARTMENTS,Multifamily MR (5-9),8804900775,514 E PINE ST,SEATTLE,WA,98122,47.61543,-122.32474,EAST,3,2011,6,0,153767,104664,49103,Multifamily Housing,,28.10,27.50,4317742,4228638,61.90,60.80,Multifamily Housing,153767,Parking,40584,NA,,823291,2809068,14196,1419571,0,82.9,0.8,Compliant,No Issue
49707,2018,VIEW 420 LLC,Multifamily MR (5-9),1988200105,420 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62277,-122.35639,MAGNOLIA / QUEEN ANNE,7,2012,6,0,43762,32250,11512,Multifamily Housing,77,27.60,27.20,636325,625934,77.40,76.10,Multifamily Housing,23026,NA,,NA,,183451,625934,0,0,0,1.7,0.1,Compliant,No Issue
49709,2018,SCCA - Proton Therapy Center,NonResidential,3026049128,1570 N 115TH ST,SEATTLE,WA,98133,47.71286,-122.33635,NORTHWEST,1,2012,2,0,53575,53575,0,Urgent Care/Clinic/Other Outpatient,,514.60,514.40,27569820,27556520,1190.20,1193.60,Urgent Care/Clinic/Other Outpatient,53575,NA,,NA,,5864017,20008026,75485,7548495,0,454.3,8.5,Compliant,No Issue
49710,2018,THE LYRIC,Multifamily MR (5-9),4700000000,230 BROADWAY E,SEATTLE,WA,98102,,,NA,,2012,7,0,224577,104562,120015,Multifamily Housing,97,32.90,32.90,8855746,8855746,69.00,69.00,Multifamily Housing,246342,Parking,107368,Retail Store,13772,1556577,5311041,35447,3544707,0,202.4,1.9,Compliant,No Issue
49712,2018,HOME PLATE CENTER BLDG A,NonResidential,7666207075,1501 1ST AVE S,SEATTLE,WA,98134,47.58995,-122.33472,GREATER DUWAMISH,1,2012,6,0,157345,112262,45083,Office,59,74.30,74.10,11690891,11653490,202.00,201.80,Office,157345,NA,,NA,,3267675,11149307,5042,504183,0,56.5,0.5,Compliant,No Issue
49714,2018,BARCLAY BROADWAY,Multifamily MR (5-9),2197600185,412 BROADWAY,SEATTLE,WA,98122,47.60571,-122.32046,EAST,1,2012,6,0,133706,94933,38773,Multifamily Housing,99,35.70,35.20,3583865,3538188,66.80,66.20,Multifamily Housing,100419,Parking,31709,NA,,491156,1675823,18624,1862365,0,103.4,1.1,Compliant,No Issue
49715,2018,UW - ELM HALL DORM,NonResidential,1142002135,1218 NE CAMPUS PKWY,SEATTLE,WA,98105,47.65642,-122.31475,NORTHEAST,4,2012,5,0,136758,136758,0,Residence Hall/Dormitory,89,34.70,33.60,7181432,6961732,65.30,63.70,Residence Hall/Dormitory,207017,NA,,NA,,985930,3363992,35977,3597740,0,200.1,1.5,Compliant,No Issue
49716,2018,UW - ALDER HALL DORM,NonResidential,1142002345,1315 NE CAMPUS PKY,SEATTLE,WA,98105,47.65599,-122.31385,NORTHEAST,4,2012,7,0,192259,192259,0,Residence Hall/Dormitory,74,47.80,46.50,9321512,9073588,107.20,104.80,Residence Hall/Dormitory,188118,Supermarket/Grocery Store,7000,NA,,1828149,6237644,28359,2835944,0,167.3,0.9,Compliant,No Issue
49717,2018,COLUMBIA CITY STATION,Multifamily LR (1-4),6056111060,4484 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98108,47.56337,-122.29446,SOUTHEAST,2,2012,4,1,43210,34589,8621,Multifamily Housing,74,39.80,39.00,1721583,1683507,86.20,84.30,Multifamily Housing,43210,Parking,8050,NA,,314297,1072382,6111,611125,0,35.3,1,Compliant,No Issue
49719,2018,SEVEN HILLS APTS,Multifamily LR (1-4),1794501135,1919 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.63662,-122.35738,MAGNOLIA / QUEEN ANNE,1,2012,4,1,74964,74964,0,Multifamily Housing,81,43.90,43.80,1898095,1890151,105.60,105.40,Multifamily Housing,34140,Parking,24942,Strip Mall,9049,430283,1468127,4220,422024,0,26.3,0.4,Not Compliant,Data Fix Needed
49721,2018,WEST NEWTON FLATS,Multifamily LR (1-4),2771604405,2301 W NEWTON ST,SEATTLE,WA,98199,47.63683,-122.38658,MAGNOLIA / QUEEN ANNE,7,2012,3,2,21753,11111,10642,Multifamily Housing,,41.80,40.00,874131,836620,101.60,97.90,Multifamily Housing,20890,NA,,NA,,195476,666965,1697,169655,0,10.8,1,Compliant,No Issue
49722,2018,NOVA APARTMENTS,Multifamily MR (5-9),0952008170,4600 36TH AVE SW,SEATTLE,WA,98126,47.56189,-122.37706,SOUTHWEST,1,2012,5,0,59205,59205,0,Multifamily Housing,66,46.80,52.60,2408872,2706144,86.30,103.70,Multifamily Housing,51436,Parking,9023,NA,,417414,1424217,12819,1281928,0,71.9,1.2,Compliant,No Issue
49725,2018,VIRGINIA MASON - Jones Pavilion,NonResidential,8590901075,1010 SPRING ST,SEATTLE,WA,98104,47.60989,-122.32659,EAST,3,2012,7,1,267470,267470,0,Hospital (General Medical & Surgical),63,148.10,147.20,39920944,39676896,319.30,319.20,Hospital (General Medical & Surgical),227308,Other,42224,NA,,7029657,23985190,0,0,15691709,898.2,3.4,Compliant,No Issue
49728,2018,VIA 6 APARTMENTS,Multifamily HR (10+),0660000040,2121 6TH AVE,SEATTLE,WA,98121,47.61531,-122.34041,DOWNTOWN,1,2012,24,1,676169,555112,121057,Multifamily Housing,64,50.30,49.70,24273562,23952628,116.30,115.10,Multifamily Housing,467600,Parking,62480,Retail Store,6685,5080118,17333363,66193,6619265,0,397.8,0.7,Compliant,No Issue
49729,2018,HUE APARTMENTS,Multifamily MR (5-9),2249000255,717 DEXTER AVE N,SEATTLE,WA,98109,47.626,-122.34278,MAGNOLIA / QUEEN ANNE,7,2012,7,1,119219,90995,28224,Multifamily Housing,100,30.10,29.50,2735053,2685289,58.40,57.80,Multifamily Housing,90995,Parking,28224,NA,,409369,1396768,12885,1288521,0,72.2,0.8,Account Requires Verification,Low Outlier - ENERGY STAR Score
49730,2018,UNION - SLU,Multifamily MR (5-9),2249500075,905 DEXTER AVE N,SEATTLE,WA,98109,47.62736,-122.34264,MAGNOLIA / QUEEN ANNE,7,2012,7,1,334785,259104,75681,Multifamily Housing,98,36.90,36.20,9569982,9384580,70.30,69.60,Multifamily Housing,256573,Parking,75681,Food Service,2532,1367799,4666930,47176,4717648,0,263,1,Compliant,No Issue
49731,2018,MURIEL'S LANDING,Multifamily MR (5-9),8816400655,5240 UNIVERSITY WAY NE,SEATTLE,WA,98105,47.66761,-122.31272,NORTHEAST,4,2012,7,1,74421,60084,14337,Multifamily Housing,50,59.40,58.80,3566617,3534723,121.90,121.10,Multifamily Housing,60084,NA,,NA,,596792,2036253,14985,1498470,0,85,1.4,Compliant,No Issue
